CodMun,ImpacAmb_24meses,Secas_Enxurr,PoluiAr,Polui_corpoAgua,Assorea_corpoAgua,DiminVazao_corpoAgua,Desmatam,Queimad,Erosao_Desert,Dimin_FaunaFlora,MoradRiscoAmb,FaltaSaneamen
1100015,Não,-,-,-,-,-,-,-,-,-,-,-
1100023,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
1100031,Não,-,-,-,-,-,-,-,-,-,-,-
1100049,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
1100056,Não,-,-,-,-,-,-,-,-,-,-,-
1100064,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
1100072,Não,-,-,-,-,-,-,-,-,-,-,-
1100080,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1100098,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
1100106,Não,-,-,-,-,-,-,-,-,-,-,-
1100114,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
1100122,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não
1100130,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1100148,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim
1100155,Não,-,-,-,-,-,-,-,-,-,-,-
1100189,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1100205,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1100254,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim
1100262,Não,-,-,-,-,-,-,-,-,-,-,-
1100288,Não,-,-,-,-,-,-,-,-,-,-,-
1100296,Não,-,-,-,-,-,-,-,-,-,-,-
1100304,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não
1100320,Não,-,-,-,-,-,-,-,-,-,-,-
1100338,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não
1100346,Não,-,-,-,-,-,-,-,-,-,-,-
1100379,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
1100403,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1100452,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim
1100502,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
1100601,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1100700,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim
1100809,Não,-,-,-,-,-,-,-,-,-,-,-
1100908,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não
1100924,Não,-,-,-,-,-,-,-,-,-,-,-
1100940,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não
1101005,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
1101104,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim
1101203,Não,-,-,-,-,-,-,-,-,-,-,-
1101302,Não,-,-,-,-,-,-,-,-,-,-,-
1101401,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1101435,Não,-,-,-,-,-,-,-,-,-,-,-
1101450,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
1101468,Não,-,-,-,-,-,-,-,-,-,-,-
1101476,Não,-,-,-,-,-,-,-,-,-,-,-
1101484,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
1101492,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
1101500,Não,-,-,-,-,-,-,-,-,-,-,-
1101559,Não,-,-,-,-,-,-,-,-,-,-,-
1101609,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1101708,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim
1101757,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim
1101807,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim
1200013,Não,-,-,-,-,-,-,-,-,-,-,-
1200054,Não,-,-,-,-,-,-,-,-,-,-,-
1200104,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não
1200138,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
1200179,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim
1200203,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1200252,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não
1200302,Não,-,-,-,-,-,-,-,-,-,-,-
1200328,Não,-,-,-,-,-,-,-,-,-,-,-
1200336,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1200344,Não,-,-,-,-,-,-,-,-,-,-,-
1200351,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1200385,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
1200393,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não
1200401,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
1200427,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1200435,Não,-,-,-,-,-,-,-,-,-,-,-
1200450,Não,-,-,-,-,-,-,-,-,-,-,-
1200500,Não,-,-,-,-,-,-,-,-,-,-,-
1200609,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
1200708,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
1200807,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
1300029,Não,-,-,-,-,-,-,-,-,-,-,-
1300060,Não,-,-,-,-,-,-,-,-,-,-,-
1300086,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não
1300102,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não
1300144,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não
1300201,Não,-,-,-,-,-,-,-,-,-,-,-
1300300,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
1300409,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não
1300508,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não
1300607,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
1300631,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
1300680,Não,-,-,-,-,-,-,-,-,-,-,-
1300706,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1300805,Não,-,-,-,-,-,-,-,-,-,-,-
1300839,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1300904,Não,-,-,-,-,-,-,-,-,-,-,-
1301001,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não
1301100,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim
1301159,Não,-,-,-,-,-,-,-,-,-,-,-
1301209,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
1301308,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1301407,Não,-,-,-,-,-,-,-,-,-,-,-
1301506,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1301605,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1301654,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não
1301704,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
1301803,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não
1301852,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
1301902,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
1301951,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim
1302009,Não,-,-,-,-,-,-,-,-,-,-,-
1302108,Não,-,-,-,-,-,-,-,-,-,-,-
1302207,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim
1302306,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
1302405,Não,-,-,-,-,-,-,-,-,-,-,-
1302504,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim
1302553,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim
1302603,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
1302702,Não,-,-,-,-,-,-,-,-,-,-,-
1302801,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não
1302900,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não
1303007,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
1303106,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não
1303205,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não
1303304,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não
1303403,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não
1303502,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
1303536,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não
1303569,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
1303601,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não
1303700,Não,-,-,-,-,-,-,-,-,-,-,-
1303809,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
1303908,Não,-,-,-,-,-,-,-,-,-,-,-
1303957,Não,-,-,-,-,-,-,-,-,-,-,-
1304005,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim
1304062,Não,-,-,-,-,-,-,-,-,-,-,-
1304104,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não
1304203,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim
1304237,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim
1304260,Não,-,-,-,-,-,-,-,-,-,-,-
1304302,Não,-,-,-,-,-,-,-,-,-,-,-
1304401,Não,-,-,-,-,-,-,-,-,-,-,-
1400027,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
1400050,Não,-,-,-,-,-,-,-,-,-,-,-
1400100,Não,-,-,-,-,-,-,-,-,-,-,-
1400159,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não
1400175,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não
1400209,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não
1400233,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1400282,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
1400308,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
1400407,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
1400456,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
1400472,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1400506,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
1400605,Não,-,-,-,-,-,-,-,-,-,-,-
1400704,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
1500107,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
1500131,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1500206,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
1500305,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
1500347,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1500404,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não
1500503,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não
1500602,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
1500701,Não,-,-,-,-,-,-,-,-,-,-,-
1500800,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
1500859,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim
1500909,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1500958,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim
1501006,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
1501105,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1501204,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim
1501253,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1501303,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
1501402,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não
1501451,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
1501501,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
1501576,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim
1501600,Não,-,-,-,-,-,-,-,-,-,-,-
1501709,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1501725,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1501758,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não
1501782,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
1501808,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
1501907,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1501956,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não
1502004,Não,-,-,-,-,-,-,-,-,-,-,-
1502103,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
1502152,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não
1502202,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
1502301,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim
1502400,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
1502509,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim
1502608,Não,-,-,-,-,-,-,-,-,-,-,-
1502707,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
1502756,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim
1502764,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
1502772,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
1502806,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
1502855,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1502905,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
1502939,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim
1502954,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não
1503002,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1503044,Não,-,-,-,-,-,-,-,-,-,-,-
1503077,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim
1503093,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1503101,Não,-,-,-,-,-,-,-,-,-,-,-
1503200,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim
1503309,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
1503408,Não,-,-,-,-,-,-,-,-,-,-,-
1503457,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim
1503507,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
1503606,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
1503705,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não
1503754,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não
1503804,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim
1503903,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1504000,Não,-,-,-,-,-,-,-,-,-,-,-
1504059,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não
1504109,Não,-,-,-,-,-,-,-,-,-,-,-
1504208,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não
1504307,Não,-,-,-,-,-,-,-,-,-,-,-
1504406,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim
1504422,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
1504455,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim
1504505,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim
1504604,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim
1504703,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim
1504752,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1504802,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1504901,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
1504950,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não
1504976,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim
1505007,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1505031,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1505064,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
1505106,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1505205,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim
1505304,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim
1505403,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
1505437,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não
1505486,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não
1505494,Não,-,-,-,-,-,-,-,-,-,-,-
1505502,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1505536,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim
1505551,Não,-,-,-,-,-,-,-,-,-,-,-
1505601,Não,-,-,-,-,-,-,-,-,-,-,-
1505635,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim
1505650,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
1505700,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim
1505809,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
1505908,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
1506005,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1506104,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
1506112,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não
1506138,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não
1506161,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
1506187,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não
1506195,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
1506203,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
1506302,Não,-,-,-,-,-,-,-,-,-,-,-
1506351,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
1506401,Não,-,-,-,-,-,-,-,-,-,-,-
1506500,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
1506559,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não
1506583,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1506609,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
1506708,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1506807,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
1506906,Não,-,-,-,-,-,-,-,-,-,-,-
1507003,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não
1507102,Não,-,-,-,-,-,-,-,-,-,-,-
1507151,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim
1507201,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
1507300,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
1507409,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
1507458,Não,-,-,-,-,-,-,-,-,-,-,-
1507466,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
1507474,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não
1507508,Não,-,-,-,-,-,-,-,-,-,-,-
1507607,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
1507706,Não,-,-,-,-,-,-,-,-,-,-,-
1507755,Não,-,-,-,-,-,-,-,-,-,-,-
1507805,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1507904,Não,-,-,-,-,-,-,-,-,-,-,-
1507953,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não
1507961,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não
1507979,Não,-,-,-,-,-,-,-,-,-,-,-
1508001,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1508035,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
1508050,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
1508084,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
1508100,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
1508126,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
1508159,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
1508209,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
1508308,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
1508357,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não
1508407,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
1600055,Não,-,-,-,-,-,-,-,-,-,-,-
1600105,Não,-,-,-,-,-,-,-,-,-,-,-
1600154,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1600204,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
1600212,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não
1600238,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
1600253,Não,-,-,-,-,-,-,-,-,-,-,-
1600279,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não
1600303,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim
1600402,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
1600501,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não
1600535,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não
1600550,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não
1600600,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não
1600709,Não,-,-,-,-,-,-,-,-,-,-,-
1600808,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não
1700251,Não,-,-,-,-,-,-,-,-,-,-,-
1700301,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1700350,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
1700400,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não
1700707,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1701002,Não,-,-,-,-,-,-,-,-,-,-,-
1701051,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não
1701101,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não
1701309,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
1701903,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
1702000,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1702109,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
1702158,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim
1702208,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim
1702307,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
1702406,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não
1702554,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim
1702703,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não
1702901,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
1703008,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não
1703057,Não,-,-,-,-,-,-,-,-,-,-,-
1703073,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não
1703107,Não,-,-,-,-,-,-,-,-,-,-,-
1703206,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não
1703305,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1703602,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
1703701,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não
1703800,Não,-,-,-,-,-,-,-,-,-,-,-
1703826,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
1703842,Não,-,-,-,-,-,-,-,-,-,-,-
1703867,Não,-,-,-,-,-,-,-,-,-,-,-
1703883,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não
1703891,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
1703909,Não,-,-,-,-,-,-,-,-,-,-,-
1704105,Não,-,-,-,-,-,-,-,-,-,-,-
1704600,Não,-,-,-,-,-,-,-,-,-,-,-
